ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Predicted_Delay,Delay_Confidence_%
9216,F,Ship,3,4,162,3,medium,M,7,5313,0,No,43.5
9217,D,Ship,4,4,270,3,low,F,4,5888,0,No,42.6
9218,F,Ship,4,5,200,4,medium,F,2,4947,0,No,41.7
9219,A,Ship,3,3,224,4,medium,M,10,4147,0,No,37.9
9220,B,Ship,4,4,146,4,medium,M,7,4953,1,No,41.9
9221,C,Ship,5,3,156,3,low,F,6,5231,1,No,45.1
9222,F,Ship,4,3,235,3,medium,F,4,5748,1,No,44.4
9223,D,Ship,4,1,231,3,medium,M,5,4118,1,Yes,54.2
9224,F,Ship,4,5,141,2,low,F,10,5907,1,No,41.5
9225,A,Ship,3,1,178,4,medium,M,9,5727,1,No,43.0
9226,B,Ship,5,4,244,6,high,F,3,4089,0,No,49.6
9227,C,Ship,4,2,247,2,medium,M,7,4955,1,No,42.7
9228,F,Ship,3,1,132,3,medium,F,5,5978,0,No,42.8
9229,D,Ship,4,5,190,3,medium,M,6,4671,1,No,43.4
9230,F,Ship,3,2,113,5,medium,M,1,5993,0,Yes,55.7
9231,A,Ship,5,5,253,2,high,F,3,4851,0,No,44.5
9232,B,Ship,4,3,235,3,medium,F,4,4739,0,No,43.4
9233,C,Ship,3,3,264,2,low,M,6,4102,0,Yes,51.4
9234,F,Ship,3,5,286,6,medium,M,3,4424,0,No,41.8
9235,D,Ship,4,3,141,3,medium,F,3,4249,0,No,43.5
9236,F,Ship,4,2,243,3,low,M,3,5703,0,No,43.7
9237,A,Ship,5,4,209,4,low,F,10,5461,0,No,41.2
9238,B,Ship,4,4,246,2,medium,F,2,4633,1,No,43.3
9239,C,Ship,4,3,257,3,medium,M,1,5717,1,No,45.5
9240,F,Ship,4,2,217,2,medium,F,8,4907,1,No,42.6
9241,D,Ship,4,4,246,3,low,M,9,5041,0,No,43.2
9242,F,Ship,4,4,166,6,low,F,6,4100,1,No,49.0
9243,A,Ship,3,3,183,2,low,F,3,5189,0,No,42.7
9244,B,Ship,4,5,136,2,medium,M,4,5923,1,No,43.1
9245,C,Ship,4,1,224,2,low,M,10,4653,1,No,42.4
9246,F,Ship,4,3,174,3,medium,M,2,4069,1,Yes,51.7
9247,D,Ship,4,5,209,3,medium,F,4,4809,0,No,43.4
9248,F,Ship,4,3,256,2,medium,F,3,4679,1,No,42.9
9249,A,Ship,4,2,231,4,medium,M,9,5194,0,No,41.4
9250,B,Ship,2,1,228,2,low,F,2,5435,0,No,40.7
9251,C,Ship,4,2,198,3,medium,M,10,5487,1,No,43.6
9252,F,Ship,5,5,223,3,medium,F,3,4382,0,No,45.9
9253,D,Ship,3,4,257,4,medium,F,8,4780,0,No,42.3
9254,F,Ship,4,4,265,3,low,M,10,4741,0,No,43.2
9255,A,Ship,3,3,258,3,medium,F,7,4068,1,Yes,52.8
9256,B,Ship,3,2,272,3,low,M,7,5657,1,No,43.6
9257,C,Ship,5,3,273,4,medium,M,1,5119,0,No,42.9
9258,F,Ship,3,5,287,5,high,M,1,5263,1,No,42.7
9259,D,Ship,5,1,176,4,low,F,1,4270,1,No,42.5
9260,F,Ship,5,4,136,3,medium,M,4,5413,0,No,44.9
9261,A,Ship,3,5,204,2,low,F,1,4025,1,Yes,56.6
9262,B,Ship,4,3,213,3,medium,M,2,5432,1,No,43.3
9263,C,Ship,3,3,160,3,low,M,1,4769,0,No,44.9
9264,F,Ship,3,5,148,2,medium,F,9,5095,1,No,42.3
9265,D,Ship,4,3,255,4,medium,F,10,4740,0,No,40.8
9266,F,Ship,3,3,212,3,medium,M,10,5724,1,No,43.8
9267,A,Ship,3,3,217,3,medium,M,10,5439,0,No,43.2
9268,B,Ship,4,2,145,3,medium,F,7,5823,0,No,42.3
9269,C,Ship,3,1,170,3,high,F,6,5750,0,No,44.2
9270,F,Ship,3,2,244,3,high,F,5,5781,1,No,45.2
9271,D,Ship,3,1,151,4,medium,M,2,5016,0,No,42.0
9272,F,Ship,4,1,202,3,low,M,10,4454,0,No,43.6
9273,A,Ship,4,1,195,3,medium,M,2,4682,0,No,43.6
9274,B,Ship,3,3,150,3,medium,M,9,5852,0,No,41.8
9275,C,Ship,4,3,225,2,medium,F,10,5523,1,No,42.7
9276,F,Ship,4,5,142,4,medium,F,6,5027,0,No,40.9
9277,D,Ship,3,3,262,4,low,M,5,4782,0,No,41.9
9278,F,Ship,3,1,251,6,medium,M,10,4912,0,No,41.3
9279,A,Ship,5,5,221,2,medium,M,10,4255,1,No,43.9
9280,B,Ship,3,2,202,2,medium,F,7,5328,0,No,42.6
9281,C,Ship,4,3,216,4,medium,M,3,4750,0,No,41.6
9282,F,Ship,4,2,239,3,low,F,4,5916,0,No,43.4
9283,D,Ship,2,3,192,3,low,M,4,5524,0,No,41.7
9284,F,Ship,3,4,185,2,medium,M,5,4574,0,No,42.6
9285,A,Ship,5,4,235,3,low,M,3,4411,1,No,45.9
9286,B,Ship,3,2,253,2,low,M,8,5608,0,No,42.7
9287,C,Ship,3,4,180,3,low,M,2,5659,1,No,43.4
9288,F,Ship,3,5,150,2,medium,M,10,5187,0,No,42.1
9289,D,Ship,4,2,168,6,medium,F,9,4030,0,Yes,51.9
9290,F,Road,5,4,274,3,medium,F,1,4030,0,Yes,54.5
9291,A,Road,3,2,179,3,medium,M,9,5224,1,No,43.4
9292,B,Road,6,1,237,5,medium,M,3,5299,1,No,42.6
9293,C,Road,3,4,160,3,low,M,10,4602,0,No,42.6
9294,F,Road,4,1,225,2,low,M,4,4102,0,Yes,51.1
9295,D,Road,4,2,217,2,low,M,4,5539,0,No,42.6
9296,F,Road,3,5,263,3,medium,M,1,4645,0,No,44.9
9297,A,Road,4,4,128,6,medium,F,3,5459,0,No,41.5
9298,B,Road,3,3,167,3,low,F,8,4420,0,No,43.9
9299,C,Road,3,2,221,2,low,F,10,4312,0,No,42.4
9300,F,Road,3,3,173,2,low,M,5,4703,0,No,43.1
9301,D,Road,4,2,149,6,low,F,6,4904,0,No,41.5
9302,F,Road,3,5,234,2,medium,F,8,5241,1,No,42.7
9303,A,Road,3,3,237,3,medium,M,6,4918,0,No,43.4
9304,B,Road,2,4,269,4,low,M,2,4267,1,No,41.3
9305,C,Road,3,5,182,3,high,M,5,4183,1,No,44.9
9306,F,Road,6,3,199,4,medium,F,1,5204,0,No,43.9
9307,D,Road,4,1,264,4,low,F,6,4863,0,No,40.9
9308,F,Road,6,5,167,3,low,F,2,5761,1,No,46.7
9309,A,Road,4,4,155,3,medium,F,6,5778,1,No,45.3
9310,B,Road,5,1,274,2,high,F,8,4647,1,No,44.4
9311,C,Road,4,1,213,5,low,M,10,5492,0,No,41.3
9312,F,Flight,3,2,204,2,high,M,8,4562,1,No,42.2
9313,D,Flight,5,2,259,2,medium,M,7,4764,0,No,44.8
9314,F,Flight,3,1,174,3,medium,F,2,4972,0,No,43.8
9315,A,Flight,3,1,230,2,low,F,4,4387,1,No,43.1
9316,B,Flight,5,4,260,4,low,M,4,5911,1,No,46.5
9317,C,Flight,4,5,176,2,low,F,1,4155,0,No,44.3
9318,F,Flight,5,2,217,2,medium,F,6,4120,1,Yes,53.8
9319,D,Flight,4,2,219,3,low,F,9,5703,0,No,43.7
9320,F,Flight,4,1,189,3,medium,M,5,4133,0,No,41.7
9321,A,Flight,4,1,252,4,low,F,7,5459,1,No,41.9
9322,B,Flight,3,2,189,3,medium,F,2,4152,1,No,43.9
9323,C,Flight,5,2,159,3,low,M,5,4930,0,No,45.0
9324,F,Flight,4,2,262,3,low,M,6,5381,0,No,43.1
9325,D,Flight,6,1,191,5,low,M,8,5156,1,No,43.1
9326,F,Flight,4,1,271,4,medium,F,2,4133,1,No,41.4
9327,A,Flight,4,5,196,5,low,F,2,5840,0,No,42.8
9328,B,Flight,4,3,261,6,low,F,6,5068,0,No,41.5
9329,C,Flight,4,5,233,6,medium,M,1,5284,0,No,41.5
9330,F,Flight,5,4,235,4,low,M,5,4506,0,No,41.5
9331,D,Flight,3,2,154,3,low,F,8,5149,1,No,43.5
9332,F,Flight,4,5,167,4,low,M,3,4658,0,No,41.2
9333,A,Flight,6,4,144,4,low,F,5,4631,0,No,41.9
9334,B,Ship,5,3,194,4,low,M,9,5851,0,No,41.0
9335,C,Ship,5,4,242,4,medium,F,5,5375,0,No,41.6
9336,F,Ship,3,3,144,3,medium,M,8,5727,0,No,44.4
9337,D,Ship,5,4,157,7,medium,F,9,4272,0,No,42.1
9338,F,Ship,4,3,184,7,medium,M,5,5920,1,No,48.3
9339,A,Ship,5,1,151,3,medium,M,2,4172,1,No,46.3
9340,B,Ship,4,1,175,3,medium,M,2,5861,0,No,42.9
9341,C,Ship,3,2,177,3,low,F,5,5941,0,No,43.3
9342,F,Ship,6,1,141,3,low,F,2,5144,0,No,45.3
9343,D,Ship,4,2,210,3,low,M,5,4746,0,No,43.3
9344,F,Ship,2,4,224,2,low,M,8,4754,0,No,40.5
9345,A,Ship,4,1,253,3,medium,F,9,5502,1,No,43.8
9346,B,Ship,4,1,157,2,medium,F,7,4690,1,No,42.8
9347,C,Ship,3,2,172,3,medium,F,8,4982,1,No,43.5
9348,F,Ship,3,5,193,10,high,M,6,5247,1,No,43.0
9349,D,Ship,6,2,255,4,low,M,9,1157,0,No,45.8
9350,F,Ship,7,5,255,4,low,F,2,1826,1,No,49.4
9351,A,Ship,6,4,286,4,medium,F,1,1570,0,No,48.3
9352,B,Ship,7,1,267,4,medium,M,9,1261,1,No,45.6
9353,C,Ship,5,4,226,6,low,F,3,1223,1,No,48.2
9354,F,Ship,6,3,285,4,medium,F,1,1606,0,No,48.3
9355,D,Ship,6,4,276,4,low,M,4,1662,1,No,46.5
9356,F,Ship,6,4,257,4,low,F,4,1451,0,No,46.4
9357,A,Ship,6,4,287,4,medium,M,7,1141,1,No,46.5
9358,B,Ship,6,1,283,5,low,F,9,1311,1,No,45.4
9359,C,Ship,6,1,309,4,medium,F,10,1904,1,No,45.5
9360,F,Ship,4,5,274,5,low,M,7,1225,0,No,47.2
9361,D,Ship,7,2,244,4,medium,F,8,1477,1,No,46.9
9362,F,Ship,5,4,222,6,low,F,9,1003,0,No,41.2
9363,A,Ship,6,1,264,4,low,M,9,1243,0,No,45.5
9364,B,Ship,4,1,232,5,medium,F,7,1899,1,No,46.6
9365,C,Ship,5,1,217,2,medium,F,10,4264,0,No,44.0
9366,F,Ship,4,5,219,3,low,F,1,5221,0,No,44.6
9367,D,Ship,4,3,189,3,medium,F,4,5613,1,No,43.2
9368,F,Ship,4,2,252,4,low,M,1,4705,1,No,41.8
9369,A,Ship,3,3,189,3,medium,F,1,5896,1,No,46.0
9370,B,Ship,5,3,159,3,low,M,7,5462,1,No,45.4
9371,C,Ship,4,3,262,3,low,F,3,4176,0,No,44.0
9372,F,Ship,6,2,191,5,low,M,1,4314,0,No,44.6
9373,D,Ship,4,5,271,4,medium,M,9,5057,0,No,41.2
9374,F,Ship,4,2,196,5,low,M,5,4994,0,No,41.5
9375,A,Ship,4,1,261,6,low,F,6,5861,0,No,41.3
9376,B,Ship,4,1,233,6,medium,F,2,5406,0,No,41.3
9377,C,Ship,5,4,235,4,low,M,10,4880,0,No,41.1
9378,F,Ship,3,1,154,3,low,M,5,4720,1,No,43.8
9379,D,Ship,4,4,167,4,low,M,2,5908,1,No,47.0
9380,F,Ship,6,1,144,4,low,F,5,5121,0,No,42.3
9381,A,Ship,5,2,194,4,low,M,8,5650,1,No,43.1
9382,B,Ship,5,3,242,4,medium,F,8,4410,1,No,42.7
9383,C,Ship,3,5,144,3,medium,F,9,5912,0,No,43.0
9384,F,Ship,5,4,157,7,medium,M,3,4723,0,No,42.9
9385,D,Ship,4,1,184,7,medium,F,6,4956,0,No,42.5
9386,F,Ship,5,1,151,3,medium,F,9,5667,0,No,44.5
9387,A,Ship,4,4,175,3,medium,M,2,4004,0,Yes,57.8
9388,B,Ship,3,2,177,3,low,F,9,5427,0,No,43.4
9389,C,Ship,6,3,141,3,low,M,7,5222,1,No,45.6
9390,F,Ship,4,2,210,3,low,F,9,4102,1,Yes,51.4
9391,D,Ship,2,3,224,2,low,F,5,5050,0,No,41.2
9392,F,Ship,4,4,253,3,medium,F,4,5236,0,No,43.3
9393,A,Ship,4,5,157,2,medium,F,1,5054,0,No,44.6
9394,B,Ship,3,1,172,3,medium,M,5,5696,1,No,43.7
9395,C,Ship,3,1,193,10,high,F,1,4459,0,No,38.2
9396,F,Ship,6,3,255,4,low,M,6,1654,1,No,45.7
9397,D,Ship,7,5,255,4,low,M,7,1104,0,No,46.9
9398,F,Ship,6,4,286,4,medium,F,1,1539,1,No,48.3
9399,A,Ship,7,3,267,4,medium,F,10,1548,0,No,46.7
9400,B,Ship,5,4,226,6,low,M,1,1327,0,No,47.8
9401,C,Ship,6,4,285,4,medium,M,4,1244,1,No,46.4
9402,F,Ship,6,3,276,4,low,F,8,1754,1,No,46.3
9403,D,Ship,6,3,257,4,low,F,2,1694,0,No,48.5
9404,F,Ship,6,1,287,4,medium,M,5,1791,1,No,46.4
9405,A,Ship,6,1,283,5,low,F,5,1298,0,No,46.4
9406,B,Ship,6,2,309,4,medium,F,8,1930,0,No,46.2
9407,C,Ship,4,1,274,5,low,F,5,1581,1,No,47.0
9408,F,Ship,7,3,244,4,medium,M,10,1629,0,No,46.9
9409,D,Ship,5,5,222,6,low,M,1,1962,0,No,48.0
9410,F,Ship,7,1,264,4,medium,F,5,1238,0,No,46.8
9411,A,Ship,4,4,258,5,low,M,7,1261,1,No,47.0
9412,B,Ship,5,5,236,5,low,F,7,1137,0,No,46.4
9413,C,Ship,6,3,304,4,low,F,9,1401,0,No,45.4
9414,F,Ship,6,3,244,5,medium,F,5,1092,0,No,46.4
9415,D,Ship,7,1,301,4,low,M,10,1869,0,No,46.9
9416,F,Ship,4,4,275,5,medium,M,5,1117,0,No,47.0
9417,A,Ship,5,4,236,5,low,M,6,1829,1,No,45.5
9418,B,Ship,6,3,286,4,medium,M,4,1169,0,No,46.4
9419,C,Ship,5,4,238,6,low,M,6,1850,1,No,45.8
9420,F,Ship,7,3,300,4,medium,F,5,1244,0,No,46.8
9421,D,Ship,6,2,292,4,medium,M,2,1149,1,No,48.3
9422,F,Ship,5,2,172,2,low,M,9,1097,0,Yes,75.4
9423,A,Ship,2,1,181,5,medium,M,3,1038,0,Yes,53.3
9424,B,Ship,7,5,289,4,low,M,9,1904,0,No,45.6
9425,C,Ship,7,5,256,4,medium,M,4,1139,1,No,46.8
9426,F,Ship,4,5,251,5,medium,M,10,1683,1,No,47.7
9427,D,Road,6,5,245,4,low,M,3,1716,0,No,48.1
9428,F,Road,5,2,266,5,medium,M,8,1367,0,No,46.1
9429,A,Road,4,1,220,5,low,F,9,1817,0,No,46.5
9430,B,Road,4,2,274,5,low,F,8,1246,0,No,47.0
9431,C,Road,7,5,301,4,low,M,9,1660,1,No,45.7
9432,F,Road,6,5,285,4,low,M,8,1028,1,No,45.9
9433,D,Road,6,3,271,4,low,F,2,1364,1,No,48.4
9434,F,Road,4,3,241,5,low,F,2,1442,0,No,48.7
9435,A,Road,3,1,146,5,low,M,10,1737,0,Yes,54.4
9436,B,Road,6,4,256,4,medium,F,9,1791,0,No,45.5
9437,C,Road,6,2,235,5,low,F,5,1051,1,No,46.7
9438,F,Road,5,5,275,3,low,F,9,1691,1,Yes,80.4
9439,D,Road,6,4,205,4,low,F,10,1974,1,No,45.0
9440,F,Road,5,4,244,5,medium,F,1,1320,0,No,48.0
9441,A,Road,5,2,269,6,medium,F,5,1097,0,No,46.8
9442,B,Road,4,1,238,5,medium,F,3,1913,0,No,48.0
9443,C,Road,5,4,217,5,low,F,8,1803,0,No,46.1
9444,F,Road,5,2,258,5,low,M,3,1824,0,No,47.9
9445,D,Road,7,1,269,5,medium,F,5,1402,0,No,46.1
9446,F,Road,4,2,259,5,low,M,6,1827,1,No,46.1
9447,A,Road,6,5,260,4,low,F,8,1347,1,No,46.2
9448,B,Road,5,5,227,5,medium,F,2,1436,1,No,48.3
9449,C,Flight,4,2,223,6,low,F,10,1650,1,No,48.4
9450,F,Flight,5,2,221,5,medium,M,10,1160,0,No,46.2
9451,D,Flight,7,4,296,4,low,F,10,1033,0,No,48.8
9452,F,Flight,5,3,228,5,high,M,9,1924,0,No,45.2
9453,A,Flight,4,4,275,5,medium,M,7,1562,1,No,47.0
9454,B,Flight,5,3,230,5,medium,M,4,1123,0,No,46.3
9455,C,Flight,5,1,241,5,medium,M,3,1379,0,No,47.8
9456,F,Flight,4,2,270,5,low,F,5,1747,1,No,47.1
9457,D,Flight,6,4,264,5,medium,F,7,1220,1,No,46.5
9458,F,Flight,4,4,260,5,low,F,5,1178,1,No,47.0
9459,A,Flight,5,1,271,5,low,M,4,1353,0,No,46.2
9460,B,Flight,5,5,286,4,high,F,10,1071,1,No,47.1
9461,C,Flight,6,1,279,4,low,F,4,1263,1,No,46.4
9462,F,Flight,6,3,271,4,low,F,6,1934,0,No,45.5
9463,D,Flight,3,5,206,4,low,M,6,5038,0,No,41.3
9464,F,Flight,5,2,205,3,medium,F,1,4351,0,No,46.7
9465,A,Flight,5,2,233,3,medium,F,10,4233,1,No,45.6
9466,B,Flight,5,1,207,3,low,F,1,4112,0,Yes,52.4
9467,C,Flight,4,1,174,4,low,M,3,5295,0,No,41.2
9468,F,Flight,3,4,191,3,medium,F,10,4667,0,No,43.1
9469,D,Flight,4,4,156,2,medium,F,7,5938,0,No,42.7
9470,F,Flight,4,4,137,3,medium,F,8,4066,1,Yes,53.1
9471,A,Ship,3,3,251,3,low,M,8,4246,0,No,43.9
9472,B,Ship,5,3,194,3,low,M,7,5545,0,No,45.4
9473,C,Ship,4,1,141,3,low,F,6,5273,0,No,43.3
9474,F,Ship,5,1,137,3,medium,F,10,4641,0,No,44.6
9475,D,Ship,3,1,221,3,medium,M,10,5696,1,No,43.4
9476,F,Ship,3,1,270,2,medium,M,6,4966,0,No,42.6
9477,A,Ship,3,3,133,3,low,F,2,4926,0,No,43.8
9478,B,Ship,4,4,181,3,medium,F,9,4425,1,No,43.7
9479,C,Ship,6,4,147,3,low,M,4,4549,1,No,45.2
9480,F,Ship,4,3,250,2,high,F,10,4885,1,No,42.3
9481,D,Ship,3,5,184,2,high,M,3,4883,0,No,43.0
9482,F,Ship,5,1,234,3,low,F,4,5033,0,No,45.2
9483,A,Ship,3,3,126,6,low,M,8,5084,1,No,43.0
9484,B,Ship,3,2,241,3,medium,F,9,4301,0,No,43.9
9485,C,Ship,3,5,218,2,medium,F,6,4072,0,Yes,50.1
9486,F,Ship,3,5,98,3,medium,F,3,5553,1,No,43.3
9487,D,Ship,3,5,211,2,medium,F,9,4577,1,No,42.0
9488,F,Ship,4,2,216,3,low,M,2,4750,1,No,43.6
9489,A,Ship,3,3,203,3,medium,F,4,5548,0,No,43.3
9490,B,Ship,3,4,266,3,medium,M,9,5908,1,No,43.0
9491,C,Ship,4,1,155,3,medium,M,9,4443,0,No,43.7
9492,F,Ship,3,5,156,2,medium,F,8,5848,0,No,41.5
9493,D,Ship,5,2,169,5,medium,F,2,4542,0,No,42.4
9494,F,Ship,4,5,241,4,medium,F,10,4126,1,No,41.4
9495,A,Ship,4,5,199,4,medium,M,1,5585,1,No,41.7
9496,B,Ship,4,3,184,3,low,F,9,5602,0,No,43.3
9497,C,Ship,3,3,221,3,low,F,5,4388,0,No,44.2
9498,F,Ship,4,3,258,3,medium,F,7,4887,1,No,43.5
9499,D,Ship,5,4,193,3,medium,M,3,4559,0,No,45.1
9500,F,Ship,2,2,156,4,high,M,9,4184,1,No,39.7
9501,A,Ship,4,2,201,3,medium,F,4,4613,0,No,42.7
9502,B,Ship,4,2,171,3,medium,M,4,5859,0,No,41.8
9503,C,Ship,3,4,193,6,low,M,2,5584,0,No,41.7
9504,F,Ship,5,2,254,2,medium,M,4,4180,1,No,44.6
9505,D,Ship,4,4,251,3,medium,F,9,5350,1,No,43.4
9506,F,Ship,5,3,171,3,low,F,7,4946,0,No,45.4
9507,A,Ship,4,1,243,3,medium,M,10,5832,0,No,41.9
9508,B,Ship,3,4,253,3,medium,M,4,4269,0,No,44.1
9509,C,Ship,3,5,137,3,low,M,3,5497,1,No,43.3
9510,F,Ship,5,2,149,2,low,F,6,4661,0,No,44.5
9511,D,Ship,4,1,183,3,low,M,3,5178,1,No,43.2
9512,F,Ship,4,5,171,3,low,F,10,4752,1,No,43.2
9513,A,Ship,4,5,102,5,low,F,3,5767,0,No,44.0
9514,B,Ship,3,3,249,4,low,M,7,5868,1,No,42.0
9515,C,Ship,3,4,255,3,medium,F,10,5291,1,No,43.2
9516,F,Ship,3,1,150,2,low,F,6,5697,0,No,43.0
9517,D,Ship,4,4,169,4,medium,F,8,5493,0,No,42.0
9518,F,Ship,4,1,208,3,medium,F,8,4890,1,No,43.5
9519,A,Ship,3,3,154,4,high,F,2,4921,1,No,41.9
9520,B,Ship,2,2,101,5,medium,F,6,4196,0,No,39.8
9521,C,Ship,5,1,203,3,low,M,10,4750,0,No,44.6
9522,F,Ship,5,3,234,6,medium,F,8,5003,0,No,42.9
9523,D,Ship,3,1,133,4,medium,F,6,5162,0,No,41.4
9524,F,Ship,3,3,222,4,low,F,6,5284,1,No,41.3
9525,A,Ship,3,5,258,3,low,F,5,4494,0,No,43.6
9526,B,Ship,3,5,251,3,low,M,1,5073,0,No,45.0
9527,C,Ship,4,2,241,6,medium,M,5,4880,1,No,42.2
9528,F,Ship,4,1,164,4,medium,M,3,5318,1,No,41.1
9529,D,Ship,5,4,273,2,low,F,1,5008,1,No,46.1
9530,F,Ship,3,1,266,3,low,M,6,4010,0,Yes,66.3
9531,A,Ship,4,2,144,5,low,F,3,5807,1,No,42.9
9532,B,Ship,2,1,208,2,low,M,10,4671,1,No,41.2
9533,C,Ship,2,4,178,4,medium,F,8,4620,0,No,39.7
9534,F,Ship,3,3,246,4,low,F,3,4316,0,No,41.4
9535,D,Ship,3,1,131,6,medium,M,8,5352,0,No,43.1
9536,F,Ship,2,2,156,3,low,F,5,4151,1,No,43.3
9537,A,Ship,3,2,222,4,medium,M,10,5720,0,No,41.6
9538,B,Ship,3,3,275,3,medium,M,7,4968,0,No,43.5
9539,C,Ship,3,2,212,3,medium,M,10,4117,0,Yes,51.5
9540,F,Ship,5,4,275,2,medium,M,7,5292,0,No,44.4
9541,D,Ship,5,1,189,2,medium,M,8,5219,0,No,44.0
9542,F,Ship,3,4,171,3,low,M,10,4839,0,No,43.1
9543,A,Ship,3,1,242,5,low,F,3,4026,0,Yes,54.6
9544,B,Ship,3,5,247,3,medium,F,7,4966,0,No,43.5
9545,C,Ship,3,3,149,2,low,M,8,4556,0,No,42.2
9546,F,Ship,3,3,190,3,low,F,9,5279,0,No,43.4
9547,D,Ship,3,2,189,2,low,M,6,4488,1,No,42.5
9548,F,Ship,3,2,153,4,high,M,7,4750,1,No,42.5
9549,A,Ship,4,1,173,2,low,M,5,4688,0,No,42.6
9550,B,Ship,5,3,117,4,low,F,3,5078,0,No,42.1
9551,C,Ship,6,5,204,3,medium,M,7,4119,0,Yes,54.0
9552,F,Ship,3,1,274,4,low,M,3,5979,0,No,45.3
9553,D,Ship,6,1,276,2,low,M,10,5108,0,No,44.0
9554,F,Ship,3,1,189,4,low,F,4,4785,0,No,41.6
9555,A,Ship,3,2,204,2,low,F,2,5033,1,No,43.4
9556,B,Ship,3,3,229,3,medium,F,8,4549,0,No,43.1
9557,C,Ship,3,1,257,2,medium,F,2,5815,0,No,44.7
9558,F,Ship,4,5,184,3,low,M,5,4039,1,Yes,56.0
9559,D,Ship,3,5,157,4,medium,F,2,4640,0,No,41.9
9560,F,Ship,4,3,173,3,medium,M,5,5331,1,No,43.0
9561,A,Ship,3,2,236,2,medium,M,2,4239,1,No,44.5
9562,B,Ship,4,1,234,3,low,M,2,4282,0,No,43.6
9563,C,Ship,4,4,237,3,medium,M,2,4760,0,No,43.6
9564,F,Road,4,5,191,2,low,M,10,5068,1,No,42.3
9565,D,Road,4,4,222,3,medium,M,2,5140,0,No,43.6
9566,F,Road,4,4,153,2,low,F,8,4248,0,No,42.9
9567,A,Road,4,1,224,2,medium,M,2,4581,1,No,43.0
9568,B,Road,5,4,201,2,low,M,5,5593,1,No,43.9
9569,C,Road,4,2,169,3,low,M,10,4309,1,No,43.9
9570,F,Road,3,2,133,5,medium,M,9,5744,1,No,43.4
9571,D,Road,4,4,146,2,medium,F,5,4356,0,No,42.8
9572,F,Road,4,1,230,3,low,M,8,4107,1,Yes,52.8
9573,A,Road,3,1,195,5,low,F,4,4034,0,Yes,53.7
9574,B,Road,4,4,204,3,low,F,9,4757,0,No,43.3
9575,C,Road,6,2,191,6,medium,M,7,5333,1,No,43.2
9576,F,Road,5,5,199,3,high,M,6,5547,1,No,44.9
9577,D,Road,3,4,192,4,medium,M,3,4030,0,Yes,53.4
9578,F,Road,3,1,187,2,low,F,10,5064,1,No,42.2
9579,A,Road,3,1,236,3,medium,F,8,5341,1,No,43.6
9580,B,Road,4,5,176,3,high,F,1,5096,1,No,44.7
9581,C,Road,6,2,239,4,medium,F,7,4589,0,No,42.8
9582,F,Road,4,4,280,3,medium,M,5,5624,0,No,43.1
9583,D,Road,5,5,184,2,medium,M,9,4649,1,No,43.7
9584,F,Road,3,2,145,2,low,M,3,4409,0,No,43.1
9585,A,Road,6,5,248,3,low,F,3,5709,1,No,45.1
9586,B,Flight,2,4,184,5,medium,M,9,5812,0,No,41.7
9587,C,Flight,4,5,265,2,low,M,9,5040,0,No,42.3
9588,F,Flight,5,1,170,4,medium,M,4,5113,1,No,41.8
9589,D,Flight,2,1,181,4,low,F,2,4747,0,No,39.5
9590,F,Flight,3,4,166,4,low,F,1,5533,1,No,42.3
9591,A,Flight,4,4,137,4,medium,F,5,5095,0,No,41.3
9592,B,Flight,4,1,173,5,low,F,5,5049,1,No,41.5
9593,C,Flight,4,3,249,4,medium,M,10,5614,0,No,40.7
9594,F,Flight,5,4,205,3,low,F,3,4157,1,No,45.3
9595,D,Flight,4,5,251,5,high,M,8,4573,0,No,41.6
9596,F,Flight,4,5,249,3,low,F,7,5509,0,No,43.5
9597,A,Flight,4,3,177,3,low,F,7,4834,1,No,43.5
9598,B,Flight,3,5,268,3,low,M,7,4910,0,No,43.5
9599,C,Flight,6,1,215,4,low,M,1,4581,1,No,44.2
9600,F,Flight,4,1,149,3,low,M,2,4499,0,No,43.8
9601,D,Flight,4,4,132,3,medium,F,5,4613,0,No,42.6
9602,F,Flight,3,1,246,3,low,F,10,4707,1,No,43.1
9603,A,Flight,3,4,155,3,medium,M,9,5718,1,No,44.1
9604,B,Flight,5,3,206,2,medium,M,7,4531,1,No,44.7
9605,C,Flight,4,2,134,3,medium,F,1,4064,1,Yes,53.6
9606,F,Flight,5,2,255,2,medium,M,9,5609,0,No,43.2
9607,D,Flight,3,1,168,4,medium,F,9,5136,0,No,41.7
9608,F,Ship,4,1,140,2,low,M,8,4926,0,No,42.6
9609,A,Ship,5,3,191,3,high,F,6,4244,0,No,46.8
9610,B,Ship,4,3,231,3,medium,F,8,5069,1,No,43.5
9611,C,Ship,3,3,264,2,low,M,2,4350,0,No,43.1
9612,F,Ship,5,3,137,3,low,M,6,5357,0,No,44.9
9613,D,Ship,5,3,170,3,medium,F,4,4446,1,No,45.8
9614,F,Ship,4,4,256,3,low,F,5,5399,0,No,43.0
9615,A,Ship,5,1,176,6,medium,M,9,4839,1,No,42.0
9616,B,Ship,3,2,198,4,low,F,3,4172,1,No,42.9
9617,C,Ship,4,1,272,2,low,M,1,5666,0,No,43.6
